City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Dingle,PH,2020-12-08 18:46:43,11.0,122.67,76.01,91,3,5.44
304,Coquimbo,CL,2020-12-08 18:44:50,-29.95,-71.34,60.8,72,90,12.75
305,Coos Bay,US,2020-12-08 18:46:43,43.37,-124.22,55.99,93,75,11.41
306,Kutahya,TR,2020-12-08 18:42:03,39.42,29.98,37.4,86,0,3.36
307,Mpika,ZM,2020-12-08 18:46:43,-11.83,31.45,64.98,95,100,6.69
308,Suoyarvi,RU,2020-12-08 18:46:44,62.08,32.35,25.09,95,0,7.85
309,Ostrovnoy,RU,2020-12-08 18:46:44,68.05,39.51,29.73,96,100,11.25
310,Camacha,PT,2020-12-08 18:46:44,33.08,-16.33,62.6,77,20,14.99
311,Prince Rupert,CA,2020-12-08 18:46:44,54.32,-130.32,46.4,87,90,9.17
312,Vanersborg,SE,2020-12-08 18:43:08,58.38,12.32,37.4,86,100,6.93
313,Gobabis,NA,2020-12-08 18:46:44,-22.45,18.97,80.74,39,0,12.84
314,Baraki Barak,AF,2020-12-08 18:46:44,33.97,68.95,40.5,81,98,1.86
315,Giyani,ZA,2020-12-08 18:46:44,-23.3,30.72,74.41,56,79,2.64
316,Haukipudas,FI,2020-12-08 18:46:44,65.18,25.35,27.0,86,90,9.17
317,Sisimiut,GL,2020-12-08 18:46:44,66.94,-53.67,23.49,92,100,10.6
318,Daru,PG,2020-12-08 18:46:45,-9.08,143.21,77.99,85,90,3.89
319,Karratha,AU,2020-12-08 18:46:45,-20.74,116.85,83.43,61,15,7.72
320,Liloy,PH,2020-12-08 18:46:45,8.11,122.66,77.97,83,96,2.68
321,Hofn,IS,2020-12-08 18:46:45,64.25,-15.21,31.64,93,100,8.34
322,Walvis Bay,NA,2020-12-08 18:46:45,-22.96,14.51,62.01,90,0,12.53
323,Pitimbu,BR,2020-12-08 18:46:45,-7.47,-34.81,84.2,62,40,14.99
324,Starosubkhangulovo,RU,2020-12-08 18:46:45,53.1,57.44,16.7,87,0,3.04
325,Antsohihy,MG,2020-12-08 18:46:45,-14.88,47.99,78.55,86,100,5.26
326,Kajaani,FI,2020-12-08 18:46:45,64.23,27.73,24.8,92,90,10.29
327,Kavieng,PG,2020-12-08 18:46:45,-2.57,150.8,82.58,73,100,5.21
328,Green Valley,US,2020-12-08 18:46:45,31.85,-110.99,71.6,10,1,20.8
329,Lethem,GY,2020-12-08 18:46:45,3.38,-59.8,89.6,62,40,13.87
330,Axim,GH,2020-12-08 18:46:46,4.87,-2.24,80.29,81,47,5.32
331,Nantucket,US,2020-12-08 18:46:46,41.28,-70.1,35.6,74,90,26.4
332,Novodugino,RU,2020-12-08 18:46:46,55.63,34.28,18.91,91,0,8.16
333,Malanville,BJ,2020-12-08 18:46:46,11.87,3.39,84.24,17,0,6.2
334,Andenes,NO,2020-12-08 18:46:46,69.31,16.12,37.99,93,75,9.17
335,Sarangani,PH,2020-12-08 18:46:46,5.4,125.46,82.8,81,95,17.13
336,Haines Junction,CA,2020-12-08 18:46:46,60.75,-137.51,32.0,94,98,6.93
337,Clinton,US,2020-12-08 18:46:46,42.59,-82.92,37.99,64,90,5.82
338,Fairbanks,US,2020-12-08 18:46:46,64.84,-147.72,1.99,87,100,1.66
339,Palana,RU,2020-12-08 18:46:46,59.12,159.97,10.15,85,100,5.88
340,Noyabrsk,RU,2020-12-08 18:46:46,63.2,75.45,-2.9,86,100,7.4
341,Avera,US,2020-12-08 18:46:47,33.19,-82.53,48.2,42,1,5.82
342,La Reforma,MX,2020-12-08 18:46:47,25.08,-108.05,80.6,30,40,3.36
343,Yar-Sale,RU,2020-12-08 18:46:47,66.83,70.83,-0.49,90,79,7.16
344,Broome,US,2020-12-08 18:46:47,42.25,-75.83,30.99,73,90,14.99
345,Saint-Felicien,CA,2020-12-08 18:46:47,48.65,-72.45,19.4,67,20,8.05
346,Anadyr,RU,2020-12-08 18:46:47,64.75,177.48,12.2,92,40,8.95
347,Antofagasta,CL,2020-12-08 18:42:02,-23.65,-70.4,69.01,72,20,18.34
348,Lompoc,US,2020-12-08 18:46:47,34.64,-120.46,69.8,35,1,4.54
349,Puerto Baquerizo Moreno,EC,2020-12-08 18:42:20,-0.9,-89.6,78.8,83,75,19.46
350,Freetown,SL,2020-12-08 18:46:47,8.48,-13.23,79.93,78,0,5.46
351,Chernyshevskiy,RU,2020-12-08 18:46:47,63.01,112.47,-19.5,89,100,6.58
352,Uglekamensk,RU,2020-12-08 18:46:47,43.22,133.23,16.45,80,0,1.23
353,Eatonton,US,2020-12-08 18:46:48,33.33,-83.39,52.0,44,0,1.99
354,Vardo,NO,2020-12-08 18:46:48,70.37,31.11,28.4,92,75,14.99
355,Saint-Augustin,CA,2020-12-08 18:46:48,51.23,-58.65,33.26,90,4,12.26
356,Victor Harbor,AU,2020-12-08 18:46:48,-35.57,138.62,48.0,87,0,3.78
357,Saint-Pierre,RE,2020-12-08 18:46:48,-21.34,55.48,75.2,78,90,21.92
358,Loding,NO,2020-12-08 18:46:48,67.3,14.75,41.0,65,0,19.46
359,Luanda,AO,2020-12-08 18:44:09,-8.84,13.23,78.8,78,40,8.05
360,Damaturu,NG,2020-12-08 18:46:48,11.75,11.96,81.01,16,0,10.09
361,Puerto Gaitan,CO,2020-12-08 18:45:13,4.31,-72.08,89.01,54,76,11.52
362,Roald,NO,2020-12-08 18:46:48,62.58,6.13,44.6,70,40,1.12
363,Henties Bay,NA,2020-12-08 18:46:48,-22.12,14.28,62.01,90,6,5.95
364,Cruzeiro Do Sul,BR,2020-12-08 18:46:49,-29.51,-51.99,84.0,52,12,4.0
365,San Juan,AR,2020-12-08 18:46:49,-31.54,-68.54,97.88,16,0,11.36
366,Baghdad,IQ,2020-12-08 18:44:06,33.34,44.4,55.4,54,0,3.36
367,Sechura,PE,2020-12-08 18:46:49,-5.56,-80.82,78.89,57,100,11.27
368,Aanekoski,FI,2020-12-08 18:46:49,62.69,25.82,27.0,92,75,6.93
369,Bongandanga,CD,2020-12-08 18:46:49,1.5,21.05,76.77,80,99,3.71
370,Galveston,US,2020-12-08 18:45:09,29.37,-94.97,66.99,39,1,4.7
371,Ottawa,CA,2020-12-08 18:42:45,45.41,-75.7,25.0,62,40,3.36
372,Palmer,US,2020-12-08 18:43:48,42.16,-72.33,30.99,54,90,8.05
373,Bara,NG,2020-12-08 18:46:50,10.37,10.73,82.56,18,0,9.55
374,Panguna,PG,2020-12-08 18:46:50,-6.32,155.48,68.97,99,84,0.65
375,Tabou,CI,2020-12-08 18:46:50,4.42,-7.35,79.63,82,39,5.57
376,Karoi,ZW,2020-12-08 18:45:07,-16.81,29.69,65.07,94,98,4.59
377,Coahuayana,MX,2020-12-08 18:46:50,18.73,-103.68,77.0,65,75,6.93
378,Kloulklubed,PW,2020-12-08 18:46:50,7.04,134.26,77.0,94,75,7.36
379,Stubbekobing,DK,2020-12-08 18:46:50,54.89,12.04,39.0,10,84,11.48
380,Ouesso,CG,2020-12-08 18:46:50,1.61,16.05,77.86,72,36,5.46
381,Airai,TL,2020-12-08 18:46:50,-8.93,125.41,62.85,100,100,2.15
382,Mehamn,NO,2020-12-08 18:46:50,71.04,27.85,33.8,86,75,9.17
383,Ballina,AU,2020-12-08 18:46:50,-28.87,153.57,64.4,72,75,8.05
384,Atbasar,KZ,2020-12-08 18:46:51,51.8,68.33,12.87,96,100,8.19
385,Pembroke,CA,2020-12-08 18:46:51,45.82,-77.12,28.0,57,1,5.82
386,Margate,GB,2020-12-08 18:43:02,51.38,1.39,42.01,86,9,6.89
387,Yabelo,ET,2020-12-08 18:46:51,4.88,38.08,63.57,60,2,13.0
388,Taywarah,AF,2020-12-08 18:46:51,33.35,64.42,24.44,97,43,0.65
389,Dalby,AU,2020-12-08 18:46:51,-27.18,151.27,57.99,76,0,16.44
390,Jennings,US,2020-12-08 18:45:12,38.72,-90.26,46.0,56,75,6.93
391,Ambulu,ID,2020-12-08 18:46:51,-8.35,113.61,77.79,85,100,3.94
392,Codrington,AU,2020-12-08 18:46:51,-38.27,141.97,50.07,86,100,8.12
393,High River,CA,2020-12-08 18:46:51,50.58,-113.87,50.0,67,100,5.41
394,Pemba,MZ,2020-12-08 18:46:51,-12.97,40.52,82.4,83,20,10.29
395,Tagusao,PH,2020-12-08 18:46:51,9.19,117.81,80.13,82,95,7.45
396,Port Macquarie,AU,2020-12-08 18:46:51,-31.43,152.92,55.99,76,13,1.99
397,Newport,GB,2020-12-08 18:46:52,51.59,-3.0,45.0,86,100,5.01
398,Thabazimbi,ZA,2020-12-08 18:46:52,-24.59,27.41,73.99,58,0,1.01
399,Laguna,US,2020-12-08 18:44:26,38.42,-121.42,57.99,53,1,4.7
400,Zaysan,KZ,2020-12-08 18:46:52,47.47,84.87,6.22,82,0,1.03
401,Khatanga,RU,2020-12-08 18:46:52,71.97,102.5,-21.41,88,100,3.31
402,Aksu,CN,2020-12-08 18:46:52,41.12,80.26,22.5,94,72,2.77
403,Bathsheba,BB,2020-12-08 18:46:52,13.22,-59.52,86.0,58,40,12.75
404,Sandpoint,US,2020-12-08 18:46:52,48.28,-116.55,39.0,68,90,1.79
405,San Cristobal,VE,2020-12-08 18:46:52,7.77,-72.22,87.8,62,75,4.7
406,Cancun,MX,2020-12-08 18:46:52,21.17,-86.85,75.2,47,40,16.11
407,Orshanka,RU,2020-12-08 18:46:52,56.92,47.89,15.39,90,0,6.08
408,San Lorenzo,PY,2020-12-08 18:46:52,-25.33,-57.53,89.6,38,0,6.93
409,Batagay,RU,2020-12-08 18:46:52,67.63,134.63,-38.9,77,50,1.72
410,Teguise,ES,2020-12-08 18:46:53,29.06,-13.56,66.2,82,20,11.41
411,Izhma,RU,2020-12-08 18:46:53,65.01,53.91,28.29,97,100,7.23
412,Sainte-Marie,RE,2020-12-08 18:46:53,-20.9,55.55,75.2,78,75,16.11
413,Kropotkin,RU,2020-12-08 18:46:53,45.44,40.58,34.0,88,27,19.55
414,Wanning,CN,2020-12-08 18:46:53,18.8,110.4,64.65,77,85,9.15
415,Baruun-Urt,MN,2020-12-08 18:46:53,46.68,113.28,-4.14,90,85,14.18
416,Afogados Da Ingazeira,BR,2020-12-08 18:46:53,-7.75,-37.64,93.56,20,32,11.81
417,Ulladulla,AU,2020-12-08 18:46:53,-35.35,150.47,53.6,81,4,4.7
418,Ardabil,IR,2020-12-08 18:42:52,38.25,48.29,26.22,94,35,2.82
419,Urucara,BR,2020-12-08 18:46:53,-2.54,-57.76,83.84,80,90,2.39
420,Coihaique,CL,2020-12-08 18:46:53,-45.58,-72.07,60.8,51,75,11.41
421,Samarai,PG,2020-12-08 18:46:54,-10.62,150.67,80.87,79,72,5.68
422,Buenos Aires,AR,2020-12-08 18:45:05,-34.61,-58.38,82.0,57,40,12.75
423,Qaqortoq,GL,2020-12-08 18:46:54,60.72,-46.03,32.0,83,20,21.92
424,Santa Rosa,PH,2020-12-08 18:46:54,14.31,121.11,79.0,94,75,5.82
425,Bonthe,SL,2020-12-08 18:46:54,7.53,-12.51,79.43,83,19,7.58
426,Diveyevo,RU,2020-12-08 18:46:54,55.04,43.24,19.13,88,0,4.68
427,Bandarbeyla,SO,2020-12-08 18:46:54,9.49,50.81,76.12,74,80,17.34
428,Puerto Escondido,MX,2020-12-08 18:44:25,15.85,-97.07,83.21,59,0,6.26
429,Guane,CU,2020-12-08 18:46:54,22.2,-84.09,72.82,62,59,10.96
430,Sorland,NO,2020-12-08 18:46:54,67.67,12.69,42.8,81,0,8.05
431,Bad Wildungen,DE,2020-12-08 18:46:13,51.12,9.12,32.0,98,15,6.93
432,Mwene-Ditu,CD,2020-12-08 18:46:55,-7.0,23.45,68.45,98,100,4.32
433,Mnogovershinnyy,RU,2020-12-08 18:42:15,53.94,139.92,-4.22,85,4,7.56
434,Uige,AO,2020-12-08 18:46:55,-7.61,15.06,66.92,95,100,1.36
435,Maragogi,BR,2020-12-08 18:46:55,-9.01,-35.22,80.96,66,0,10.07
436,Nemuro,JP,2020-12-08 18:46:55,43.32,145.57,30.51,89,37,20.76
437,Tuban,ID,2020-12-08 18:46:55,-6.9,112.06,79.39,85,100,11.52
438,Floro,NO,2020-12-08 18:46:55,61.6,5.03,46.4,70,75,8.05
439,Aonla,IN,2020-12-08 18:46:55,28.28,79.15,63.5,34,0,4.23
440,Qianan,CN,2020-12-08 18:46:55,44.99,124.06,5.32,91,88,10.87
441,Veracruz,MX,2020-12-08 18:42:18,19.33,-96.67,78.8,41,20,9.17
442,Payson,US,2020-12-08 18:46:56,40.04,-111.73,30.2,63,1,3.36
443,Moose Factory,CA,2020-12-08 18:46:56,51.26,-80.61,26.6,100,90,10.29
444,Mizunami,JP,2020-12-08 18:46:56,35.37,137.25,45.0,80,90,3.62
445,Illintsi,UA,2020-12-08 18:46:56,49.1,29.22,21.2,85,90,11.18
446,Antalaha,MG,2020-12-08 18:46:56,-14.9,50.28,74.82,89,96,4.41
447,Seara,PT,2020-12-08 18:46:56,41.18,-7.8,48.99,88,11,4.14
448,San Carlos De Bariloche,AR,2020-12-08 18:46:19,-41.15,-71.31,59.0,41,40,36.91
449,Mitsamiouli,KM,2020-12-08 18:46:56,-11.38,43.28,81.99,69,68,4.68
450,Port Hedland,AU,2020-12-08 18:46:56,-20.32,118.57,75.2,94,90,12.75
451,Touros,BR,2020-12-08 18:46:56,-5.2,-35.46,82.4,69,75,12.75
452,Mackay,AU,2020-12-08 18:46:56,-21.15,149.2,73.4,88,40,3.44
453,Timberlake,US,2020-12-08 18:46:57,37.32,-79.26,46.99,36,1,9.17
454,Ponta Delgada,PT,2020-12-08 18:46:57,37.73,-25.67,60.8,63,75,9.17
455,Takoradi,GH,2020-12-08 18:46:57,4.88,-1.76,80.35,81,13,6.91
456,Mae Sai,TH,2020-12-08 18:46:57,20.43,99.88,59.0,100,0,1.12
457,Deputatskiy,RU,2020-12-08 18:46:57,69.3,139.9,-24.47,88,100,5.91
458,Ormara,PK,2020-12-08 18:46:57,25.21,64.64,76.26,74,0,8.34
459,Villa Maria,AR,2020-12-08 18:46:57,-32.41,-63.24,93.0,35,0,1.99
460,Priiskovyy,RU,2020-12-08 18:46:57,51.93,116.63,6.55,89,96,5.95
461,Semme,FR,2020-12-08 18:46:57,46.2,1.5,37.0,95,90,4.7
462,Eureka,US,2020-12-08 18:46:57,40.8,-124.16,54.0,76,1,3.58
463,Russell,US,2020-12-08 18:46:57,32.35,-85.2,53.01,37,1,11.41
464,Pemberton,CA,2020-12-08 18:46:57,50.32,-122.8,45.0,100,90,4.81
465,Marsh Harbour,BS,2020-12-08 18:46:58,26.54,-77.06,67.24,60,100,11.45
466,Riyadh,SA,2020-12-08 18:46:58,24.69,46.72,57.2,58,0,4.36
467,Eldorado,BR,2020-12-08 18:46:58,-23.79,-54.28,87.85,33,0,5.21
468,Nichinan,JP,2020-12-08 18:46:58,31.6,131.37,53.53,70,100,3.71
469,Kargasok,RU,2020-12-08 18:46:58,59.06,80.86,-6.12,89,0,8.88
470,Srandakan,ID,2020-12-08 18:46:58,-7.94,110.25,78.3,81,100,8.25
471,Chelles,FR,2020-12-08 18:46:58,48.88,2.6,36.0,84,20,8.05
472,Rumford,US,2020-12-08 18:42:17,44.55,-70.55,27.0,81,99,1.99
473,Gazli,UZ,2020-12-08 18:46:58,40.13,63.45,17.28,83,5,7.27
474,Shitanjing,CN,2020-12-08 18:46:58,39.23,106.34,17.96,92,96,7.85
475,Rurrenabaque,BO,2020-12-08 18:46:58,-14.44,-67.53,91.4,63,40,4.7
476,Radyvyliv,UA,2020-12-08 18:46:59,50.13,25.26,25.74,91,14,14.41
477,Padang,ID,2020-12-08 18:46:59,-0.95,100.35,77.61,78,100,4.0
478,Usinsk,RU,2020-12-08 18:46:59,65.99,57.53,24.51,98,95,6.22
479,Zhigansk,RU,2020-12-08 18:46:59,66.77,123.37,-30.98,84,2,7.31
480,Roma,US,2020-12-08 18:42:13,43.21,-75.46,30.0,73,90,8.05
481,Namtsy,RU,2020-12-08 18:46:59,62.72,129.67,-41.8,64,84,2.24
482,Keti Bandar,PK,2020-12-08 18:46:59,24.14,67.45,72.64,79,0,6.53
483,Dabakala,CI,2020-12-08 18:46:59,8.37,-4.43,86.45,41,0,4.9
484,Osa,RU,2020-12-08 18:46:59,57.28,55.46,11.88,93,3,4.16
485,Tshikapa,CD,2020-12-08 18:46:59,-6.42,20.8,70.16,94,100,1.88
486,Chokwe,MZ,2020-12-08 18:46:59,-24.53,32.98,74.53,67,0,9.22
487,Yalutorovsk,RU,2020-12-08 18:46:59,56.65,66.3,14.54,97,95,3.15
488,Goderich,CA,2020-12-08 18:42:29,43.75,-81.72,35.6,69,27,8.05
489,Lasa,IT,2020-12-08 18:47:00,46.62,10.7,36.0,92,90,2.24
490,Cordoba,AR,2020-12-08 18:42:27,-31.41,-64.18,89.6,35,0,16.11
491,Durango,MX,2020-12-08 18:43:15,24.83,-104.83,58.66,35,98,5.41
492,Dimitrovgrad,RU,2020-12-08 18:47:00,54.21,49.62,12.2,78,0,2.24
493,Nioro,GM,2020-12-08 18:47:00,13.35,-15.75,86.59,22,0,6.82
494,Burnie,AU,2020-12-08 18:47:00,-41.07,145.92,53.01,94,100,5.99
495,Giovinazzo,IT,2020-12-08 18:47:00,41.19,16.67,57.2,62,20,6.93
496,Avila,ES,2020-12-08 18:47:00,40.58,-5.0,37.0,82,25,1.01
497,Massakory,TD,2020-12-08 18:47:00,13.0,15.73,83.14,15,3,9.84
498,Polunochnoye,RU,2020-12-08 18:47:00,60.87,60.42,20.88,93,95,4.88
499,Fayaoue,NC,2020-12-08 18:47:00,-20.65,166.53,79.59,83,0,9.04
500,Mamallapuram,IN,2020-12-08 18:47:00,12.63,80.17,80.6,94,40,3.38
501,Port-Gentil,GA,2020-12-08 18:47:01,-0.72,8.78,80.6,83,75,10.29
502,Beni Suef,EG,2020-12-08 18:47:01,29.07,31.1,61.52,51,0,7.61
503,Tura,IN,2020-12-08 18:47:01,25.52,90.22,60.13,88,7,3.18
504,Fortuna,US,2020-12-08 18:44:41,40.6,-124.16,54.0,81,0,3.83
505,Sai Buri,TH,2020-12-08 18:47:01,6.7,101.62,76.86,83,67,0.94
506,Porto Novo,BJ,2020-12-08 18:47:01,6.5,2.6,80.6,88,20,6.93
507,Linhai,CN,2020-12-08 18:47:01,28.85,121.12,53.01,69,72,1.43
508,Bocana De Paiwas,NI,2020-12-08 18:47:01,12.79,-85.12,82.22,75,1,11.59
509,Traverse City,US,2020-12-08 18:47:01,44.76,-85.62,35.6,69,90,12.75
510,Kibuye,RW,2020-12-08 18:47:01,-2.06,29.35,66.96,75,100,5.73
511,Hope,US,2020-12-08 18:47:01,33.67,-93.59,66.0,42,0,3.0
512,Port-Cartier,CA,2020-12-08 18:47:02,50.03,-66.87,32.0,93,16,5.82
513,Hampton,US,2020-12-08 18:47:02,37.03,-76.35,46.4,45,1,13.87
514,Abulug,PH,2020-12-08 18:47:02,18.45,121.45,76.05,90,81,1.52
515,Grand Forks,US,2020-12-08 18:43:11,47.94,-97.43,46.4,57,75,10.29
516,Camocim,BR,2020-12-08 18:47:02,-2.9,-40.84,88.12,53,15,21.3
517,Paka,MY,2020-12-08 18:47:02,4.64,103.44,75.2,94,99,2.24
518,Lappeenranta,FI,2020-12-08 18:47:02,61.06,28.19,24.8,85,0,11.41
519,Shingu,JP,2020-12-08 18:47:02,33.73,135.98,46.11,70,100,6.69
520,Srednekolymsk,RU,2020-12-08 18:47:02,67.45,153.68,-26.97,82,19,4.16
521,Yaring,TH,2020-12-08 18:47:02,6.87,101.37,77.76,81,52,0.83
522,Komsomolets,KZ,2020-12-08 18:47:02,53.75,62.07,14.31,93,0,5.5
523,Uvalde,US,2020-12-08 18:47:02,29.37,-99.77,75.99,23,1,3.36
524,Santa Cruz,BO,2020-12-08 18:45:05,-17.8,-63.17,93.2,41,40,17.22
525,Kjollefjord,NO,2020-12-08 18:47:03,70.95,27.35,33.8,86,75,9.17
526,Libano,CO,2020-12-08 18:47:03,4.92,-75.06,72.41,69,99,3.67
527,Bartica,GY,2020-12-08 18:47:03,6.4,-58.62,80.6,88,75,6.93
528,Chippewa Falls,US,2020-12-08 18:47:03,44.94,-91.39,34.0,80,90,10.29
529,Kirkcudbright,GB,2020-12-08 18:47:03,54.84,-4.05,42.01,95,94,1.99
530,Mudgee,AU,2020-12-08 18:46:00,-32.59,149.59,46.0,87,0,4.7
531,Novikovo,RU,2020-12-08 18:47:03,51.15,37.89,21.87,87,0,12.33
532,Wasaga Beach,CA,2020-12-08 18:45:02,44.52,-80.02,33.8,69,100,6.93
533,Shuiji,CN,2020-12-08 18:47:03,27.42,118.34,48.6,86,0,2.75
534,Clovis,US,2020-12-08 18:47:01,36.83,-119.7,61.0,47,20,4.7
535,Brumado,BR,2020-12-08 18:47:03,-14.2,-41.67,86.29,46,73,6.89
536,Salisbury,GB,2020-12-08 18:47:04,51.07,-1.8,35.6,100,20,4.7
537,Zorritos,PE,2020-12-08 18:47:04,-3.68,-80.68,82.4,69,75,9.17
538,Hovd,MN,2020-12-08 18:47:04,48.01,91.64,3.56,83,100,1.52
539,Salalah,OM,2020-12-08 18:47:04,17.02,54.09,77.0,73,0,1.12
540,Bonavista,CA,2020-12-08 18:47:04,48.65,-53.11,39.0,93,100,1.12
541,Monte Patria,CL,2020-12-08 18:45:53,-30.69,-70.95,86.09,21,0,10.36
542,Mago,RU,2020-12-08 18:47:04,53.25,140.18,-1.93,86,83,2.62
543,Heishan,CN,2020-12-08 18:47:04,41.69,122.11,21.67,81,94,3.76
544,Kamiichi,JP,2020-12-08 18:47:04,36.7,137.37,43.0,95,100,3.91
545,Balabac,PH,2020-12-08 18:47:04,7.99,117.06,82.02,80,100,10.16
546,Kaya,BF,2020-12-08 18:47:04,13.09,-1.08,83.64,17,0,9.24
547,Pokhara,NP,2020-12-08 18:47:04,28.23,83.98,58.82,77,91,1.03
548,Port Hawkesbury,CA,2020-12-08 18:47:04,45.62,-61.35,37.0,78,90,8.05
549,Kaka,TM,2020-12-08 18:47:04,37.35,59.61,33.98,83,0,4.12
550,Alta Floresta,BR,2020-12-08 18:47:05,-9.88,-56.09,74.1,93,100,1.68
551,Mongo,TD,2020-12-08 18:47:05,12.18,18.69,80.2,16,77,5.3
552,Hualmay,PE,2020-12-08 18:47:05,-11.1,-77.61,72.54,67,57,10.65
553,Roebourne,AU,2020-12-08 18:47:05,-20.78,117.13,83.23,62,46,8.57
554,Barcelona,ES,2020-12-08 18:47:05,41.39,2.16,52.0,61,20,3.36
555,Dekernes,EG,2020-12-08 18:47:05,31.09,31.59,66.2,63,0,9.17
556,Owando,CG,2020-12-08 18:47:05,-0.48,15.9,73.85,84,30,2.55
557,Burladingen,DE,2020-12-08 18:47:05,48.28,9.12,34.0,83,100,1.99
558,Abakaliki,NG,2020-12-08 18:47:05,6.32,8.12,86.02,55,100,10.38
559,Mount Pleasant,US,2020-12-08 18:47:05,32.79,-79.86,50.0,39,1,9.17
560,Ha Tinh,VN,2020-12-08 18:42:33,18.33,105.9,59.79,87,25,3.76
561,Peruibe,BR,2020-12-08 18:47:06,-24.32,-47.0,78.58,77,36,5.77
