City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Zhizdra,RU,53.75,34.74,33.42,98,100,5.21,overcast clouds
363,Patiya,BD,22.29,91.98,54.16,85,58,3.69,broken clouds
364,Mount Isa,AU,-20.73,139.5,78.8,78,82,1.12,broken clouds
365,Namatanai,PG,-3.67,152.43,83.19,73,25,2.98,scattered clouds
366,Vladesti,RO,45.12,24.3,34.03,91,100,1.23,overcast clouds
367,Zvenigovo,RU,55.97,48.02,10.4,85,75,13.42,broken clouds
368,Belle Fourche,US,44.67,-103.85,51.8,29,1,24.16,clear sky
369,Cayenne,GF,4.93,-52.33,80.6,88,0,3.36,clear sky
370,Sudak,UA,44.85,34.97,37.81,78,79,10.42,broken clouds
371,Kirakira,SB,-10.45,161.92,84.61,63,0,0.54,clear sky
372,Payette,US,44.08,-116.93,43.0,75,90,3.36,overcast clouds
373,Henties Bay,NA,-22.12,14.28,63.0,92,36,5.01,scattered clouds
374,Saint Anthony,US,45.02,-93.22,37.4,59,1,4.7,clear sky
375,Tadine,NC,-21.55,167.88,79.39,69,7,10.36,clear sky
376,Shenjiamen,CN,29.96,122.3,44.44,64,0,12.17,clear sky
377,Qeshm,IR,26.96,56.27,64.4,68,0,9.17,haze
378,Zomba,MW,-15.39,35.32,69.37,90,100,3.27,light rain
379,Tukrah,LY,32.53,20.58,59.31,64,2,11.77,clear sky
380,Tecoanapa,MX,16.52,-98.75,83.37,64,100,8.21,overcast clouds
381,Bitung,ID,1.45,125.18,73.4,94,40,2.24,moderate rain
382,Cavalcante,BR,-13.8,-47.46,70.9,88,100,1.92,overcast clouds
383,Saint-Joseph,RE,-21.37,55.62,75.2,78,0,6.93,clear sky
384,Araouane,ML,18.9,-3.53,62.82,29,2,10.16,clear sky
385,Tampere,FI,61.5,23.79,43.0,93,90,9.17,overcast clouds
386,Cherskiy,RU,68.75,161.3,-29.63,85,0,1.43,clear sky
387,Purgstall,AT,48.06,15.13,37.0,2,45,0.78,scattered clouds
388,El Tigre,VE,8.89,-64.25,79.66,68,60,7.43,light rain
389,Inhambane,MZ,-23.86,35.38,75.63,83,15,8.99,few clouds
390,Hervey Bay,AU,-25.3,152.85,82.99,69,62,3.0,broken clouds
391,Uvinza,TZ,-5.1,30.39,65.82,89,95,0.2,overcast clouds
392,Nouadhibou,MR,20.93,-17.03,66.2,59,0,9.17,clear sky
393,Cuenca,EC,-2.88,-78.98,71.6,43,75,2.24,light rain
394,Saint-Pierre,RE,-21.34,55.48,75.2,78,0,6.93,clear sky
395,Lugazi,UG,0.38,32.92,71.6,73,20,4.7,light rain
396,Wad Madani,SD,14.4,33.52,74.68,30,0,11.45,clear sky
397,Abu Zabad,SD,12.35,29.25,68.41,30,0,10.63,clear sky
398,Seoul,KR,37.57,126.98,19.4,85,1,0.94,clear sky
399,Suntar,RU,62.14,117.63,-12.08,89,100,4.52,overcast clouds
400,Newcastle,AU,-32.93,151.78,71.01,100,90,6.93,light rain
401,Antofagasta,CL,-23.65,-70.4,68.0,64,40,19.46,scattered clouds
402,Coquimbo,CL,-29.95,-71.34,62.6,72,20,14.99,few clouds
403,North Bend,US,43.41,-124.22,60.01,100,90,12.75,mist
404,Maceio,BR,-9.67,-35.74,77.0,83,0,6.93,clear sky
405,La Plata,AR,-34.92,-57.95,70.0,42,0,1.01,clear sky
406,Alihe,CN,50.57,123.72,3.09,90,0,4.14,clear sky
407,Kyabram,AU,-36.32,145.05,69.01,48,79,11.86,broken clouds
408,Zhicheng,CN,30.3,111.5,34.0,80,0,1.79,clear sky
409,Matoury,GF,4.85,-52.33,80.6,88,0,3.36,clear sky
410,Bilibino,RU,68.05,166.44,-19.12,84,8,5.1,clear sky
411,Snyder,US,32.72,-100.92,60.8,17,1,5.82,clear sky
412,Port Shepstone,ZA,-30.74,30.45,73.81,87,81,4.45,broken clouds
413,Grand-Lahou,CI,5.14,-5.02,79.09,84,39,6.91,light rain
414,Nouakchott,MR,18.09,-15.98,69.8,21,68,8.05,dust
415,River Falls,US,44.86,-92.62,35.6,64,1,3.36,clear sky
416,Rolla,US,37.95,-91.77,52.0,50,1,10.29,clear sky
417,Paldiski,EE,59.36,24.05,37.0,99,100,16.71,overcast clouds
418,Vieux-Habitants,GP,16.06,-61.77,78.8,69,0,8.05,clear sky
419,Talcahuano,CL,-36.72,-73.12,69.8,52,0,21.92,clear sky
420,Ivdel,RU,60.69,60.42,11.26,87,30,13.2,scattered clouds
421,Diffa,NE,13.32,12.61,70.3,22,0,8.39,clear sky
422,Havoysund,NO,71.0,24.66,33.8,100,90,17.22,light snow
423,Soubre,CI,5.79,-6.61,74.14,96,100,2.28,overcast clouds
424,Eyl,SO,7.98,49.82,76.53,74,35,17.16,scattered clouds
425,Tanabe,JP,33.73,135.37,42.58,70,11,12.55,few clouds
426,Senno,RU,59.53,33.92,34.0,95,100,1.99,overcast clouds
427,Fort Pierce,US,27.45,-80.33,75.0,68,45,5.99,scattered clouds
428,Te Anau,NZ,-45.42,167.72,52.48,89,100,0.49,moderate rain
429,Isangel,VU,-19.55,169.27,82.4,69,20,9.93,few clouds
430,Malindi,KE,-3.22,40.12,78.71,87,0,9.26,clear sky
431,Kulhudhuffushi,MV,6.62,73.07,82.18,68,55,7.87,broken clouds
432,Ribeira Grande,PT,38.52,-28.7,64.4,93,75,25.28,light rain
433,Roald,NO,62.58,6.13,46.4,65,40,11.41,scattered clouds
434,Muhos,FI,64.81,25.99,41.0,86,90,9.17,overcast clouds
435,Lokosovo,RU,61.13,74.82,9.3,95,100,12.57,overcast clouds
436,Berlevag,NO,70.86,29.09,30.2,80,75,8.05,shower rain
437,Bonfim,BR,3.08,-59.95,85.53,57,97,4.32,overcast clouds
438,Isla Mujeres,MX,21.23,-86.73,82.4,65,40,9.17,scattered clouds
439,Tshikapa,CD,-6.42,20.8,66.4,95,100,2.26,overcast clouds
440,Vila Velha,BR,-20.33,-40.29,84.99,83,75,19.46,broken clouds
441,Kroya,ID,-7.63,109.25,77.23,84,95,3.2,overcast clouds
442,Tual,ID,-5.67,132.75,84.81,73,100,9.75,overcast clouds
443,Bam,IR,29.11,58.36,45.03,68,4,1.19,clear sky
444,Homer,US,59.64,-151.55,33.01,80,90,0.92,light snow
445,Skjervoy,NO,70.03,20.97,43.83,81,100,15.55,overcast clouds
446,Oktyabrskoye,RU,43.06,44.74,30.2,92,100,6.71,overcast clouds
447,Harnosand,SE,62.63,17.94,42.01,100,100,6.93,overcast clouds
448,Beringovskiy,RU,63.05,179.32,-8.01,90,88,15.03,light snow
449,Clarence Town,AU,-32.58,151.78,71.01,100,90,6.93,light rain
450,Pitea,SE,65.32,21.48,37.4,93,90,9.17,overcast clouds
451,Tiarei,PF,-17.53,-149.33,86.0,66,75,11.41,shower rain
452,Uzhur,RU,55.3,89.83,17.62,96,100,6.67,overcast clouds
453,Lesnoye,RU,58.28,35.52,33.1,96,100,6.51,overcast clouds
454,Khed Brahma,IN,24.03,73.05,57.58,36,0,5.08,clear sky
455,Medea,DZ,36.26,2.75,55.4,93,40,3.36,scattered clouds
456,Hambantota,LK,6.12,81.12,75.2,100,90,6.93,light intensity shower rain
457,Jumla,NP,29.27,82.18,42.49,38,2,5.23,clear sky
458,Peniche,PT,39.36,-9.38,57.0,86,62,5.99,broken clouds
459,Richards Bay,ZA,-28.78,32.04,75.88,87,94,9.51,overcast clouds
460,Roseau,DM,15.3,-61.39,80.6,78,75,4.7,broken clouds
461,Le Mars,US,42.79,-96.17,46.0,45,1,13.87,clear sky
462,Kolpashevo,RU,58.31,82.91,-4.68,90,86,7.65,overcast clouds
463,Takoradi,GH,4.88,-1.76,79.5,83,24,7.52,few clouds
464,Mangochi,MW,-14.48,35.26,75.4,75,98,1.39,overcast clouds
465,Gimli,CA,50.63,-96.99,10.4,78,100,9.17,overcast clouds
466,Paisley,GB,55.83,-4.43,45.0,87,74,16.11,broken clouds
467,Vaitape,PF,-16.52,-151.75,81.73,67,50,5.28,scattered clouds
468,Tura,IN,25.52,90.22,55.22,81,29,3.27,scattered clouds
469,Rapid Valley,US,44.06,-103.15,59.0,26,1,12.71,clear sky
470,Croy,CH,46.69,6.48,43.0,92,91,3.0,overcast clouds
471,Chegdomyn,RU,51.12,133.02,-17.52,86,78,1.41,broken clouds
472,Kantang,TH,7.41,99.52,74.23,88,90,6.6,overcast clouds
473,Bandarbeyla,SO,9.49,50.81,75.6,82,56,21.23,broken clouds
474,Pangai,TO,-19.8,-174.35,80.6,94,75,11.41,light rain
475,Kisangani,CD,0.52,25.2,72.57,78,65,1.21,broken clouds
476,Vestmannaeyjar,IS,63.44,-20.27,35.24,81,0,10.2,clear sky
477,Bilma,NE,18.69,12.92,61.77,30,1,3.02,clear sky
478,Gemunden,DE,50.05,9.7,41.0,10,98,1.97,overcast clouds
479,Malegaon,IN,20.55,74.53,59.85,36,0,2.33,clear sky
480,Buala,SB,-8.14,159.59,84.45,70,33,1.63,scattered clouds
481,Morros,BR,-9.45,-46.3,74.48,87,88,2.19,overcast clouds
482,Le Havre,FR,49.49,0.11,48.2,87,0,9.17,light rain
483,Russell,US,32.35,-85.2,59.0,82,90,5.53,overcast clouds
484,Jizan,SA,17.33,42.67,80.6,74,20,3.51,few clouds
485,Marandahalli,IN,12.4,78.0,61.63,94,76,4.36,broken clouds
486,Salalah,OM,17.02,54.09,77.0,41,0,14.99,clear sky
487,Zhezkazgan,KZ,47.8,67.71,-9.15,89,0,5.59,clear sky
488,Nabire,ID,-3.37,135.48,76.28,87,100,3.98,light rain
489,Kahului,US,20.89,-156.47,84.2,58,40,19.46,scattered clouds
490,Puerto Colombia,CO,10.99,-74.95,87.8,66,0,8.05,clear sky
491,Tabou,CI,4.42,-7.35,79.25,83,89,5.28,overcast clouds
492,Sangar,RU,63.92,127.47,-36.29,82,100,0.87,overcast clouds
493,La Romana,DO,18.43,-68.97,84.2,66,40,9.17,scattered clouds
494,Ascension,US,30.22,-90.9,62.6,67,75,11.41,broken clouds
495,Ballina,AU,-28.87,153.57,75.99,88,90,4.56,light rain
496,Bidar,IN,17.9,77.55,55.87,39,0,4.88,clear sky
497,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,3.2,71,51,11.18,broken clouds
498,Aloleng,PH,16.13,119.78,77.72,78,98,14.14,light rain
499,Changji,CN,44.02,87.32,-2.2,84,65,2.24,mist
500,Los Llanos De Aridane,ES,28.66,-17.92,66.2,77,75,6.93,broken clouds
501,Palmer,US,42.16,-72.33,30.99,100,90,4.7,light snow
502,Tiznit,MA,29.58,-9.5,57.09,64,0,0.92,clear sky
503,Alofi,NU,-19.06,-169.92,80.91,79,97,11.32,overcast clouds
504,Kurilsk,RU,45.23,147.88,26.17,90,100,22.44,light snow
505,Avesta,SE,60.15,16.17,43.0,99,100,1.99,overcast clouds
506,Luangwa,ZM,-15.62,30.42,75.49,85,100,2.64,light rain
507,Muros,ES,42.78,-9.06,59.0,92,100,3.0,overcast clouds
508,Tezu,IN,27.92,96.17,57.52,36,0,3.69,clear sky
509,Port Blair,IN,11.67,92.75,79.21,80,6,11.92,clear sky
510,Beloha,MG,-25.17,45.05,75.15,85,0,9.51,clear sky
511,Nekrasovka,RU,48.35,135.23,5.0,54,0,17.9,clear sky
512,Tres Picos,MX,15.87,-93.53,87.48,43,24,3.0,few clouds
513,Zhanaozen,KZ,43.3,52.8,28.08,93,100,12.84,overcast clouds
514,Maldonado,UY,-34.67,-54.92,68.0,52,75,18.34,broken clouds
515,Saint-Denis,FR,48.92,2.33,46.99,93,20,4.7,few clouds
516,Fuerte Olimpo,PY,-21.04,-57.87,97.27,34,44,1.36,scattered clouds
517,Camacha,PT,33.08,-16.33,59.0,82,20,3.36,few clouds
518,Sassandra,CI,4.95,-6.08,78.12,86,25,4.7,light rain
519,Cambridge,CA,43.36,-80.31,36.0,93,90,9.17,mist
520,Pasighat,IN,28.07,95.33,55.18,41,0,3.67,clear sky
521,Bathsheba,BB,13.22,-59.52,78.8,83,75,18.34,broken clouds
522,Calafell,ES,41.2,1.57,51.01,100,57,1.01,broken clouds
523,Fomboni,KM,-12.28,43.74,83.17,68,43,3.4,scattered clouds
524,Ahipara,NZ,-35.17,173.17,69.6,61,79,4.27,broken clouds
525,Hokitika,NZ,-42.72,170.97,58.86,94,100,8.08,overcast clouds
526,Pekan,MY,3.48,103.4,75.2,94,40,4.94,moderate rain
527,Vanimo,PG,-2.67,141.3,78.51,84,99,3.96,light rain
528,Broome,US,42.25,-75.83,33.01,92,90,8.05,mist
529,Woodward,US,36.43,-99.39,57.2,35,1,10.29,clear sky
530,Kropotkin,RU,45.44,40.58,30.58,98,100,10.2,snow
531,Aban,RU,56.67,96.06,16.25,97,100,3.58,light snow
532,Fairbanks,US,64.84,-147.72,-7.01,76,75,3.36,light snow
533,Hays,US,30.05,-98.03,69.01,37,0,3.0,clear sky
534,Togur,RU,58.36,82.83,-4.7,90,89,7.61,overcast clouds
535,Moerai,PF,-22.43,-151.33,78.37,81,100,18.72,moderate rain
536,Estevan,CA,49.13,-102.98,41.0,80,1,12.75,clear sky
537,Cutro,IT,39.04,16.98,50.0,87,94,6.4,overcast clouds
538,Ambilobe,MG,-13.2,49.05,75.52,91,81,2.26,broken clouds
539,Viradouro,BR,-20.87,-48.3,78.8,69,75,2.24,broken clouds
540,Key Largo,US,25.09,-80.45,77.0,88,2,13.35,clear sky
541,Nerl,RU,56.66,40.39,25.23,98,95,8.41,overcast clouds
542,Myanaung,MM,18.28,95.32,66.22,78,2,6.15,clear sky
543,Devonport,AU,-41.17,146.35,59.0,74,34,8.59,scattered clouds
544,Awallan,PH,17.92,121.91,72.55,90,100,3.24,light rain
545,Luba,GQ,3.46,8.55,78.8,100,20,6.93,few clouds
546,Khilchipur,IN,24.03,76.57,57.07,37,65,2.89,broken clouds
547,Lima,PE,-12.04,-77.03,71.01,77,75,12.75,broken clouds
548,Port Macquarie,AU,-31.43,152.92,71.6,100,90,3.36,overcast clouds
549,Saint-Georges,GD,12.06,-61.75,79.25,80,55,12.57,broken clouds
550,Belyy Yar,RU,53.6,91.39,19.4,79,0,11.18,clear sky
551,Buraydah,SA,26.33,43.98,59.0,82,20,11.41,few clouds
552,Litovko,RU,49.24,135.17,2.32,81,72,5.19,broken clouds
553,Sarkand,KZ,45.41,79.92,19.2,92,100,3.51,light snow
554,Zhigansk,RU,66.77,123.37,-40.41,80,98,4.18,overcast clouds
555,Jiwani,PK,25.05,61.74,69.87,64,90,6.46,overcast clouds
556,Itaituba,BR,-4.28,-55.98,76.73,94,100,3.04,light rain
557,Chicama,PE,-7.84,-79.15,68.0,82,45,12.75,scattered clouds
558,Caucasia,CO,7.99,-75.19,84.34,74,79,4.29,broken clouds
559,Ewa Beach,US,21.32,-158.01,82.4,58,1,11.41,clear sky
560,Ulaangom,MN,49.98,92.07,-13.52,87,100,2.62,overcast clouds
561,Ivolginsk,RU,51.75,107.28,-11.2,76,92,4.21,smoke
562,San Joaquin,US,37.93,-121.3,57.0,71,1,3.91,haze
563,Maple Creek,CA,49.92,-109.48,42.8,56,82,10.29,broken clouds
564,Amapa,BR,1.0,-52.0,79.81,64,33,2.48,scattered clouds
565,Immokalee,US,26.42,-81.42,80.6,57,1,8.05,clear sky
566,Kieta,PG,-6.22,155.63,84.43,66,100,3.0,overcast clouds
567,Teguldet,RU,57.31,88.17,-5.04,92,82,4.18,broken clouds
568,Raichur,IN,16.2,77.37,62.53,62,13,6.31,few clouds
569,Amuntai,ID,-2.42,115.25,73.11,98,100,1.23,overcast clouds
570,Dingle,PH,11.0,122.67,76.42,89,100,8.28,overcast clouds
571,Udachnyy,RU,66.42,112.4,-34.6,73,0,4.47,clear sky
572,Wattegama,LK,6.8,81.48,75.2,100,90,6.93,light intensity shower rain
573,Tarauaca,BR,-8.16,-70.77,84.38,68,81,3.67,light rain
574,Marawi,PH,8.0,124.29,73.99,93,80,5.01,broken clouds
575,Ihtiman,BG,42.43,23.82,36.0,96,100,2.8,overcast clouds
576,Teknaf,BD,20.86,92.31,61.48,74,100,5.19,overcast clouds
577,Danielskuil,ZA,-28.19,23.54,72.66,41,5,6.29,clear sky
578,Bridlington,GB,54.08,-0.19,41.0,93,0,5.82,clear sky
579,Manokwari,ID,-0.87,134.08,80.1,75,99,4.16,light rain
580,Tagusao,PH,9.19,117.81,79.88,80,64,10.04,broken clouds
581,Guanhaes,BR,-18.77,-42.93,69.71,94,100,4.36,overcast clouds
582,Maxixe,MZ,-23.86,35.35,74.82,85,15,7.85,few clouds
583,Wucheng,CN,29.6,118.17,36.0,69,0,1.97,clear sky
584,Oktyabrskiy,RU,54.48,53.47,-4.65,87,0,8.16,clear sky
585,Dutlwe,BW,-23.98,23.9,71.51,71,99,12.48,light rain
586,Samfya,ZM,-11.36,29.56,65.93,91,46,3.62,light rain
587,Ossora,RU,59.24,163.07,18.64,97,100,17.69,snow
588,Ocala,US,29.19,-82.14,71.6,83,90,13.87,overcast clouds
589,Borogontsy,RU,62.67,131.17,-44.59,77,32,3.33,scattered clouds
590,Huainan,CN,32.63,117.0,33.85,82,27,4.03,scattered clouds
591,Nizhniy Kuranakh,RU,58.84,125.49,0.81,90,100,9.53,overcast clouds
592,Goure,NE,13.98,10.27,72.0,23,0,3.0,clear sky
593,San Jeronimo,PE,-11.95,-75.28,61.25,52,99,4.63,light rain
594,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.25,87,86,9.6,overcast clouds
595,Tucuman,AR,-26.82,-65.22,86.0,27,0,4.7,clear sky
596,Ilulissat,GL,69.22,-51.1,12.2,51,53,18.34,broken clouds
597,Najran,SA,17.49,44.13,62.6,59,20,5.82,few clouds
598,Linxia,CN,35.6,103.21,16.3,81,0,0.47,clear sky
599,Nador,MA,35.17,-2.93,59.0,82,0,6.93,clear sky
600,Churapcha,RU,62.0,132.43,-44.81,77,38,4.07,scattered clouds
601,Zhaotong,CN,27.32,103.72,26.13,93,57,1.95,broken clouds
602,Marihatag,PH,8.79,126.3,76.98,86,100,3.31,overcast clouds
603,Sovetskiy,RU,61.36,63.58,10.04,91,3,11.14,clear sky
604,Milazzo,IT,38.22,15.24,57.0,93,98,9.46,overcast clouds
605,Port Keats,AU,-14.25,129.55,82.0,83,100,12.73,light rain
606,Northam,GB,51.03,-4.22,46.0,93,99,8.99,overcast clouds
607,Nanton,CA,50.35,-113.77,42.8,65,4,11.41,clear sky
608,Chimbote,PE,-9.09,-78.58,71.91,75,46,8.5,scattered clouds
609,Vila Franca Do Campo,PT,37.72,-25.43,62.6,93,75,18.34,broken clouds
610,Wanning,CN,18.8,110.4,61.09,72,100,17.94,overcast clouds
611,Timizart,DZ,36.8,4.27,50.85,87,85,4.14,light rain
612,Plettenberg Bay,ZA,-34.05,23.37,68.09,92,25,1.7,scattered clouds
613,Goderich,CA,43.75,-81.72,37.4,74,99,14.99,overcast clouds
614,La Ronge,CA,55.1,-105.28,1.4,77,90,9.17,snow
615,Kruisfontein,ZA,-34.0,24.73,71.01,89,74,1.99,broken clouds
616,Barra Patuca,HN,15.8,-84.28,80.37,78,63,7.43,broken clouds
617,Cabedelo,BR,-6.98,-34.83,80.6,74,40,9.17,scattered clouds
618,Bozova,TR,37.36,38.53,39.2,60,0,4.7,clear sky
619,Rawson,AR,-43.3,-65.1,76.32,25,9,19.37,clear sky
620,Hirara,JP,24.8,125.28,62.6,88,75,18.34,broken clouds
621,Totma,RU,59.97,42.76,31.08,98,100,10.8,overcast clouds
622,Cherdyn,RU,60.4,56.48,10.36,96,100,6.35,light snow
623,Les Cayes,HT,18.2,-73.75,78.3,76,1,4.18,clear sky
624,Pandan,PH,14.05,124.17,79.95,84,100,13.49,overcast clouds
625,Bafia,CM,4.75,11.23,71.2,81,0,2.06,clear sky
626,Erenhot,CN,43.65,111.98,4.08,90,0,8.57,clear sky
627,Sligo,IE,54.27,-8.47,44.01,87,100,7.0,overcast clouds
628,Itoman,JP,26.12,127.67,62.6,59,75,11.41,broken clouds
629,Manyana,BW,-23.4,21.72,71.6,76,97,14.94,light rain
630,Bonthe,SL,7.53,-12.51,79.34,79,0,6.08,clear sky
631,Khor,RU,47.89,134.95,1.38,91,65,10.8,broken clouds
632,Sakaiminato,JP,35.55,133.23,39.2,86,75,9.17,broken clouds
633,Cutervo,PE,-6.38,-78.82,56.75,97,54,3.49,moderate rain
634,Tromso,NO,69.65,18.96,42.8,75,75,25.28,broken clouds
635,Faya,SA,18.39,42.45,55.4,76,0,6.93,clear sky
636,Villamontes,BO,-21.25,-63.5,74.93,47,100,7.61,overcast clouds
637,Wilmington,US,34.23,-77.94,48.99,93,90,3.36,overcast clouds
638,Pangnirtung,CA,66.15,-65.71,15.8,56,90,9.17,light snow
639,Sampit,ID,-2.53,112.95,73.63,97,100,2.51,overcast clouds
640,Olafsvik,IS,64.89,-23.71,34.29,88,100,30.89,light snow
641,Sterling,US,39.01,-77.43,42.8,75,40,5.82,scattered clouds
642,Igarka,RU,67.47,86.58,-23.64,85,100,7.18,overcast clouds
643,Aras,ES,42.56,-2.36,46.0,93,0,1.77,clear sky
644,Sistranda,NO,63.73,8.83,46.4,61,0,13.87,clear sky
645,Obsharovka,RU,53.12,48.85,-2.06,91,0,4.56,clear sky
646,Perehonivka,UA,48.54,30.52,34.81,93,96,3.65,overcast clouds
647,Carira,BR,-10.36,-37.7,76.59,67,82,15.59,broken clouds
648,West Wendover,US,40.74,-114.07,39.2,60,90,5.82,overcast clouds
649,Pocoes,BR,-14.53,-40.37,67.75,97,100,7.18,overcast clouds
650,Phatthalung,TH,7.5,100.08,74.23,90,94,5.12,overcast clouds
651,Poso,ID,-1.4,120.75,80.01,79,100,2.86,overcast clouds
652,Rena,NO,61.13,11.36,39.54,88,98,9.35,overcast clouds
653,Sur,OM,22.57,59.53,69.48,70,12,7.31,few clouds
654,Aranda De Duero,ES,41.67,-3.69,41.0,75,62,5.1,broken clouds
655,Benjamin Constant,BR,-4.38,-70.03,82.4,74,20,3.36,few clouds
656,Derzhavinsk,KZ,51.1,66.32,-6.65,86,22,8.61,few clouds
657,Mugur-Aksy,RU,50.35,90.5,0.03,77,58,5.01,broken clouds
658,Luzhou,CN,28.87,105.44,41.9,71,0,1.99,clear sky
659,San Vicente,AR,-26.62,-54.13,69.39,90,100,2.84,overcast clouds
660,Lehututu,BW,-23.97,21.87,74.14,68,45,15.5,moderate rain
661,Mbaiki,CF,3.87,17.99,73.58,40,75,2.46,broken clouds
662,Gazli,UZ,40.13,63.45,24.6,92,0,9.51,clear sky
663,Rosario,AR,-32.95,-60.64,80.01,25,0,12.75,clear sky
664,Madimba,TZ,-10.4,40.33,69.8,88,20,3.91,few clouds
665,Norden,DE,53.6,7.2,44.01,85,76,11.01,broken clouds
666,Naklo Nad Notecia,PL,53.14,17.6,33.8,97,40,9.17,mist
667,Jawhar,SO,2.78,45.5,75.76,87,12,12.28,few clouds
668,Neyvo-Shaytanskiy,RU,57.73,61.25,11.03,86,99,17.25,overcast clouds
669,Bay Roberts,CA,47.6,-53.26,25.0,85,20,4.7,few clouds
670,Cordoba,AR,-31.41,-64.18,80.01,41,0,6.93,clear sky
671,Conceicao Do Araguaia,BR,-8.26,-49.26,74.75,95,96,3.89,heavy intensity rain
672,Kasongo,CD,-4.45,26.67,67.15,99,100,1.23,light rain
673,Hazorasp,UZ,41.32,61.07,30.2,68,90,6.93,overcast clouds
674,Floro,NO,61.6,5.03,44.6,87,95,24.16,light intensity shower rain
675,Morro Bay,US,35.37,-120.85,73.99,25,0,5.99,clear sky
676,Madison Heights,US,42.49,-83.11,36.0,74,90,10.29,overcast clouds
677,Zyryanskoye,RU,56.83,86.63,-9.06,90,59,5.66,broken clouds
678,Bintulu,MY,3.17,113.03,75.2,100,40,5.55,scattered clouds
679,Ivanivka,UA,46.72,34.55,30.33,94,31,4.18,scattered clouds
680,Khani,GE,41.96,42.96,42.8,87,90,6.93,overcast clouds
681,Manacapuru,BR,-3.3,-60.62,80.6,88,75,4.7,shower rain
682,Pauini,BR,-7.71,-66.98,83.89,70,100,2.55,overcast clouds
683,Oranjemund,NA,-28.55,16.43,64.6,82,95,14.03,overcast clouds
684,Gandai,IN,21.67,81.1,55.08,40,34,2.17,scattered clouds
685,Sarahan,IN,31.52,77.8,45.34,45,100,6.04,overcast clouds
